"","COUNTRY","FECHA","CONTAGIADOS","FALLECIDOS","RECUPERADOS","HOSPITALIZADOS","UCIs","IP","R0_3","R0_7","R0_14"
"1584","URUGUAY",2020-06-18,1,0,4,4,4,-3,1,0.333333333333333,0.0909090909090909
"1585","URUGUAY",2020-06-19,3,1,0,4,4,4,Inf,Inf,0.6
"1586","URUGUAY",2020-06-20,6,1,1,4,4,6,6,3,1.2
"1587","URUGUAY",2020-06-21,17,0,0,4,4,17,5.66666666666667,Inf,Inf
"1588","URUGUAY",2020-06-22,6,0,0,4,4,6,1,6,6
"1589","URUGUAY",2020-06-23,3,0,0,4,4,3,0.176470588235294,Inf,3
"1590","URUGUAY",2020-06-24,17,0,0,2,2,17,2.83333333333333,17,4.25
"1591","URUGUAY",2020-06-25,5,1,3,2,2,3,1.66666666666667,1.66666666666667,1.66666666666667
"1592","URUGUAY",2020-06-26,12,1,0,2,2,13,0.705882352941177,2,Inf
"1593","URUGUAY",2020-06-27,5,0,0,2,2,5,1,0.294117647058824,2.5
"1594","URUGUAY",2020-06-28,5,0,0,2,2,5,0.416666666666667,0.833333333333333,Inf
"1595","URUGUAY",2020-06-29,3,0,4,2,2,-1,0.6,1,3
"1596","URUGUAY",2020-06-30,4,0,2,2,2,2,0.8,0.235294117647059,Inf
"1597","NETHERLAND",2020-03-09,56,3,0,0,0,59,18.6666666666667,11.2,56
"1598","NETHERLAND",2020-03-10,61,1,0,0,0,62,15.25,5.08333333333333,20.3333333333333
"1599","NETHERLAND",2020-03-11,121,1,0,0,0,122,2.16071428571429,24.2,20.1666666666667
"1600","NETHERLAND",2020-03-12,111,0,0,86,0,111,1.81967213114754,22.2,6.52941176470588
"1601","NETHERLAND",2020-03-13,804,9,0,115,0,813,6.64462809917355,268,134
"1602","NETHERLAND",2020-03-14,155,3,0,21,0,158,1.3963963963964,38.75,51.6666666666667
"1603","NETHERLAND",2020-03-15,176,7,0,26,0,183,0.218905472636816,3.14285714285714,10.3529411764706
"1604","NETHERLAND",2020-03-16,278,4,0,43,0,282,1.79354838709677,4.55737704918033,55.6
"1605","NETHERLAND",2020-03-17,292,17,0,109,0,309,1.65909090909091,2.41322314049587,24.3333333333333
"1606","NETHERLAND",2020-03-18,346,16,0,94,0,362,1.24460431654676,3.11711711711712,69.2
"1607","NETHERLAND",2020-03-19,409,21,0,81,0,430,1.40068493150685,0.508706467661692,81.8
"1608","NETHERLAND",2020-03-20,1191,28,0,159,0,1219,3.44219653179191,7.68387096774194,397
"1609","NETHERLAND",2020-03-21,-20,31,0,188,0,11,-0.0488997555012225,-0.113636363636364,-5
"1610","NETHERLAND",2020-03-22,573,44,0,152,0,617,0.481108312342569,2.06115107913669,10.2321428571429
"1611","NETHERLAND",2020-03-23,545,33,0,242,0,578,-27.25,1.86643835616438,8.9344262295082
"1612","NETHERLAND",2020-03-24,811,63,0,265,0,874,1.41535776614311,2.34393063583815,6.70247933884298
"1613","NETHERLAND",2020-03-25,852,80,0,341,2467,932,1.56330275229358,2.08312958435208,7.67567567567568
"1614","NETHERLAND",2020-03-26,1019,78,0,315,0,1097,1.25647348951911,0.855583543240974,1.26741293532338
"1615","NETHERLAND",2020-03-27,1172,112,0,349,100,1284,1.37558685446009,-58.6,7.56129032258065
"1616","NETHERLAND",2020-03-28,1159,93,0,454,100,1252,1.13738959764475,2.02268760907504,6.58522727272727
"1617","NETHERLAND",2020-03-29,1104,132,0,529,100,1236,0.9419795221843,2.0256880733945,3.97122302158273
"1618","NETHERLAND",2020-03-30,884,93,0,507,100,977,0.762726488352028,1.09001233045623,3.02739726027397
"1619","NETHERLAND",2020-03-31,845,175,0,722,0,1020,0.765398550724638,0.991784037558685,2.44219653179191
"1620","NETHERLAND",2020-04-01,1019,134,0,447,0,1153,1.1527149321267,1,2.49144254278729
"1621","NETHERLAND",2020-04-02,1083,166,0,625,0,1249,1.28165680473373,0.924061433447099,0.909319899244333
"1622","NETHERLAND",2020-04-03,1026,148,0,501,0,1174,1.00686947988224,0.885245901639344,-51.3
"1623","NETHERLAND",2020-04-04,904,164,0,336,0,1068,0.83471837488458,0.818840579710145,1.57766143106457
"1624","NETHERLAND",2020-04-05,1224,117,0,253,0,1341,1.19298245614035,1.38461538461538,2.24587155963303
"1625","NETHERLAND",2020-04-06,952,99,0,260,0,1051,1.05309734513274,1.12662721893491,1.17385943279901
"1626","NETHERLAND",2020-04-07,777,234,0,292,0,1011,0.634803921568627,0.762512266928361,0.911971830985915
"1627","NETHERLAND",2020-04-08,969,147,0,308,0,1116,1.01785714285714,0.894736842105263,0.950932286555446
"1628","NETHERLAND",2020-04-09,1213,148,0,237,0,1361,1.56113256113256,1.182261208577,1.03498293515358
"1629","NETHERLAND",2020-04-10,1335,115,0,225,0,1450,1.37770897832817,1.47676991150442,1.1518550474547
"1630","NETHERLAND",2020-04-11,1316,132,0,190,0,1448,1.08491343775763,1.07516339869281,1.19202898550725
"1631","NETHERLAND",2020-04-12,1174,94,0,196,0,1268,0.87940074906367,1.23319327731092,1.32805429864253
"1632","NETHERLAND",2020-04-13,964,86,0,147,0,1050,0.732522796352584,1.24066924066924,1.14082840236686
"1633","NETHERLAND",2020-04-14,868,122,0,210,0,990,0.739352640545145,0.895768833849329,0.851815505397448
"1634","NETHERLAND",2020-04-15,734,189,0,188,0,923,0.761410788381743,0.605111294311624,0.677746999076639
"1635","NETHERLAND",2020-04-16,1061,181,0,182,0,1242,1.22235023041475,0.794756554307116,1.03411306042885
"1636","NETHERLAND",2020-04-17,1235,144,0,156,0,1379,1.68256130790191,0.938449848024316,1.36615044247788
"1637","NETHERLAND",2020-04-18,1140,142,250,129,1200,1032,1.07445805843544,0.971039182282794,0.931372549019608
"1638","NETHERLAND",2020-04-19,1066,83,322,110,0,827,0.863157894736842,1.10580912863071,1.11974789915966
"1639","NETHERLAND",2020-04-20,750,67,74,75,0,743,0.657894736842105,0.86405529953917,0.965250965250965
"1640","NETHERLAND",2020-04-21,729,165,0,118,0,894,0.683864915572233,0.993188010899183,0.752321981424149
"1641","NETHERLAND",2020-04-22,708,138,0,124,0,846,0.944,0.667295004712535,0.583676834295136
"1642","NETHERLAND",2020-04-23,887,123,0,137,0,1010,1.21673525377229,0.718218623481781,0.664419475655431
"1643","NETHERLAND",2020-04-24,806,112,0,123,0,918,1.13841807909605,0.707017543859649,0.612462006079027
"1644","NETHERLAND",2020-04-25,655,120,0,100,0,775,0.738444193912063,0.614446529080675,0.557921635434412
"1645","NETHERLAND",2020-04-26,655,66,0,75,0,721,0.812655086848635,0.873333333333333,0.679460580912863
"1646","NETHERLAND",2020-04-27,400,43,0,65,0,443,0.610687022900763,0.548696844993141,0.460829493087558
"1647","NETHERLAND",2020-04-28,171,48,0,88,0,219,0.261068702290076,0.241525423728814,0.232970027247956
"1648","NETHERLAND",2020-04-29,386,145,0,76,0,531,0.965,0.435174746335964,0.363807728557964
"1649","NETHERLAND",2020-04-30,514,84,0,84,0,598,3.00584795321637,0.637717121588089,0.416194331983806
"1650","NETHERLAND",2020-05-01,475,98,0,85,0,573,1.23056994818653,0.725190839694656,0.416666666666667
"1651","NETHERLAND",2020-05-02,445,94,0,93,0,539,0.865758754863813,0.679389312977099,0.417448405253283
"1652","NETHERLAND",2020-05-03,335,69,0,41,0,404,0.705263157894737,0.8375,0.446666666666667
"1653","NETHERLAND",2020-05-04,199,26,0,36,0,225,0.447191011235955,1.16374269005848,0.272976680384088
"1654","NETHERLAND",2020-05-05,317,86,0,79,0,403,0.946268656716418,0.821243523316062,0.44774011299435
"1655","NETHERLAND",2020-05-06,232,36,0,20,0,268,1.16582914572864,0.45136186770428,0.261555806087937
"1656","NETHERLAND",2020-05-07,455,84,0,33,0,539,1.43533123028391,0.957894736842105,0.564516129032258
"1657","NETHERLAND",2020-05-08,319,71,0,71,0,390,1.375,0.71685393258427,0.487022900763359
"1658","NETHERLAND",2020-05-09,289,63,0,58,0,352,0.635164835164835,0.862686567164179,0.441221374045802
"1659","NETHERLAND",2020-05-10,245,18,0,22,0,263,0.768025078369906,1.23115577889447,0.6125
"1660","NETHERLAND",2020-05-11,161,16,0,36,0,177,0.557093425605536,0.50788643533123,0.941520467836257
"1661","NETHERLAND",2020-05-12,196,54,0,35,0,250,0.8,0.844827586206897,0.507772020725389
"1662","NETHERLAND",2020-05-13,227,52,0,52,0,279,1.40993788819876,0.498901098901099,0.441634241245136
"1663","NETHERLAND",2020-05-14,270,28,0,27,0,298,1.37755102040816,0.846394984326019,0.568421052631579
"1664","NETHERLAND",2020-05-15,200,53,0,35,0,253,0.881057268722467,0.692041522491349,0.449438202247191
"1665","NETHERLAND",2020-05-16,189,27,0,45,0,216,0.7,0.771428571428571,0.564179104477612
"1666","NETHERLAND",2020-05-17,125,10,0,15,0,135,0.625,0.77639751552795,0.628140703517588
"1667","NETHERLAND",2020-05-18,146,14,0,27,0,160,0.772486772486772,0.744897959183674,0.460567823343849
"1668","NETHERLAND",2020-05-19,108,21,0,34,0,129,0.864,0.475770925110132,0.46551724137931
"1669","NETHERLAND",2020-05-20,198,33,0,14,0,231,1.35616438356164,0.733333333333333,0.435164835164835
"1670","NETHERLAND",2020-05-21,253,27,0,13,0,280,2.34259259259259,1.265,0.793103448275862
"1671","NETHERLAND",2020-05-22,188,13,0,9,0,201,0.94949494949495,0.994708994708995,0.650519031141868
"1672","NETHERLAND",2020-05-23,176,23,0,10,0,199,0.695652173913043,1.408,0.718367346938775
"1673","NETHERLAND",2020-05-24,172,11,0,13,0,183,0.914893617021277,1.17808219178082,1.06832298136646
"1674","NETHERLAND",2020-05-25,209,8,0,8,0,217,1.1875,1.93518518518519,1.06632653061224
"1675","NETHERLAND",2020-05-26,133,26,0,10,0,159,0.773255813953488,0.671717171717172,0.585903083700441
"1676","NETHERLAND",2020-05-27,190,15,0,7,0,205,0.909090909090909,0.75098814229249,0.703703703703704
"1677","NETHERLAND",2020-05-28,182,32,0,16,0,214,1.36842105263158,0.968085106382979,0.91
"1678","NETHERLAND",2020-05-29,176,28,0,9,0,204,0.926315789473684,1,0.931216931216931
"1679","NETHERLAND",2020-05-30,131,20,0,5,0,151,0.71978021978022,0.761627906976744,1.048
"1680","NETHERLAND",2020-05-31,185,5,0,8,0,190,1.05113636363636,0.885167464114832,1.26712328767123
"1681","NETHERLAND",2020-06-01,103,6,0,9,0,109,0.786259541984733,0.774436090225564,0.953703703703704
"1682","NETHERLAND",2020-06-02,102,5,0,6,0,107,0.551351351351351,0.536842105263158,0.515151515151515
"1683","NETHERLAND",2020-06-03,86,10,0,9,0,96,0.83495145631068,0.472527472527473,0.339920948616601
"1684","NETHERLAND",2020-06-04,209,13,0,12,0,222,2.04901960784314,1.1875,1.11170212765957
"1685","NETHERLAND",2020-06-05,210,15,0,11,0,225,2.44186046511628,1.6030534351145,1.19318181818182
"1686","NETHERLAND",2020-06-06,183,6,0,3,0,189,0.875598086124402,0.989189189189189,1.06395348837209
"1687","NETHERLAND",2020-06-07,239,2,0,4,0,241,1.13809523809524,2.32038834951456,1.14354066985646
"1688","NETHERLAND",2020-06-08,165,3,0,5,0,168,0.901639344262295,1.61764705882353,1.2406015037594
"1689","NETHERLAND",2020-06-09,164,15,0,6,0,179,0.686192468619247,1.90697674418605,0.863157894736842
"1690","NETHERLAND",2020-06-10,184,11,0,5,0,195,1.11515151515152,0.880382775119617,1.01098901098901
"1691","NETHERLAND",2020-06-11,164,2,0,3,0,166,1,0.780952380952381,0.931818181818182
"1692","NETHERLAND",2020-06-12,210,9,0,5,0,219,1.14130434782609,1.14754098360656,1.6030534351145
"1693","NETHERLAND",2020-06-13,179,4,0,9,0,183,1.09146341463415,0.748953974895398,0.967567567567568
"1694","NETHERLAND",2020-06-14,143,2,0,6,0,145,0.680952380952381,0.866666666666667,1.38834951456311
"1695","NETHERLAND",2020-06-15,165,6,0,3,0,171,0.921787709497207,1.00609756097561,1.61764705882353
"1696","NETHERLAND",2020-06-16,139,5,0,3,0,144,0.972027972027972,0.755434782608696,1.61627906976744
"1697","NETHERLAND",2020-06-17,117,4,0,2,0,121,0.709090909090909,0.713414634146341,0.559808612440191
"1698","NETHERLAND",2020-06-18,115,4,0,-1,0,119,0.827338129496403,0.547619047619048,0.547619047619048
"1699","NETHERLAND",2020-06-19,107,3,0,11,0,110,0.914529914529915,0.597765363128492,0.584699453551913
"1700","NETHERLAND",2020-06-20,76,8,0,0,0,84,0.660869565217391,0.531468531468531,0.317991631799163
"1701","NETHERLAND",2020-06-21,91,1,0,3,0,92,0.850467289719626,0.551515151515152,0.551515151515152
"1702","NETHERLAND",2020-06-22,65,0,0,2,0,65,0.855263157894737,0.467625899280576,0.396341463414634
"1703","NETHERLAND",2020-06-23,64,5,0,2,0,69,0.703296703296703,0.547008547008547,0.347826086956522
"1704","NETHERLAND",2020-06-24,82,2,0,6,0,84,1.26153846153846,0.71304347826087,0.5
"1705","NETHERLAND",2020-06-25,110,3,0,4,0,113,1.71875,1.02803738317757,0.523809523809524
"1706","NETHERLAND",2020-06-26,91,3,0,5,0,94,1.10975609756098,1.19736842105263,0.508379888268156
"1707","NETHERLAND",2020-06-27,69,2,0,0,0,71,0.627272727272727,0.758241758241758,0.482517482517482
"1708","NETHERLAND",2020-06-28,73,0,0,3,0,73,0.802197802197802,1.12307692307692,0.442424242424242
"1709","NETHERLAND",2020-06-29,76,2,0,3,0,78,1.10144927536232,1.1875,0.546762589928058
"1710","NETHERLAND",2020-06-30,50,6,0,3,0,56,0.684931506849315,0.609756097560976,0.427350427350427
"1711","NETHERLAND",2020-07-01,62,2,0,1,0,64,0.815789473684211,0.563636363636364,0.539130434782609
"1712","NETHERLAND",2020-07-02,77,3,0,0,0,80,1.54,0.846153846153846,0.719626168224299
"1713","NETHERLAND",2020-07-03,75,2,0,4,0,77,1.20967741935484,1.08695652173913,0.986842105263158
"1714","NETHERLAND",2020-07-04,61,6,0,1,0,67,0.792207792207792,0.835616438356164,0.67032967032967
"1715","NETHERLAND",2020-07-05,73,1,0,1,0,74,0.973333333333333,0.960526315789474,1.12307692307692
"1716","NETHERLAND",2020-07-06,36,1,0,0,0,37,0.590163934426229,0.72,0.5625
"1717","NETHERLAND",2020-07-07,37,4,0,2,0,41,0.506849315068493,0.596774193548387,0.451219512195122
"1718","NETHERLAND",2020-07-08,52,3,0,3,0,55,1.44444444444444,0.675324675324675,0.472727272727273
"1719","NETHERLAND",2020-07-09,52,2,0,-2,0,54,1.40540540540541,0.693333333333333,0.571428571428571
"1720","NETHERLAND",2020-07-10,42,-1,0,1,0,41,0.807692307692308,0.688524590163934,0.608695652173913
"1721","NETHERLAND",2020-07-11,81,1,0,3,0,82,1.55769230769231,1.10958904109589,1.10958904109589
"1722","NETHERLAND",2020-07-12,101,0,0,2,0,101,2.4047619047619,2.80555555555556,1.32894736842105
"1723","NETHERLAND",2020-07-13,71,0,0,1,0,71,0.876543209876543,1.91891891891892,1.42
"1724","NETHERLAND",2020-07-14,53,-2,0,-2,0,51,0.524752475247525,1.01923076923077,0.854838709677419
"1725","NETHERLAND",2020-07-15,106,1,0,5,0,107,1.49295774647887,2.03846153846154,1.37662337662338
"1726","NETHERLAND",2020-07-16,99,1,0,1,0,100,1.86792452830189,2.35714285714286,1.32
"1727","NETHERLAND",2020-07-17,103,1,0,-4,0,104,0.971698113207547,1.27160493827161,1.68852459016393
"1728","NETHERLAND",2020-07-18,127,-2,0,1,0,125,1.28282828282828,1.25742574257426,1.73972602739726
"1729","NETHERLAND",2020-07-19,144,0,0,3,0,144,1.39805825242718,2.02816901408451,4
"1730","NETHERLAND",2020-07-20,185,0,0,2,0,185,1.45669291338583,3.49056603773585,5
"1731","NETHERLAND",2020-07-21,163,0,0,2,0,163,1.13194444444444,1.5377358490566,3.13461538461538
"1732","NETHERLAND",2020-07-22,168,3,0,0,0,171,0.908108108108108,1.6969696969697,3.23076923076923
"1733","NETHERLAND",2020-07-23,163,0,0,3,0,163,1,1.58252427184466,3.88095238095238
"1734","NETHERLAND",2020-07-24,191,0,0,-1,0,191,1.13690476190476,1.50393700787402,2.35802469135802
"1735","NETHERLAND",2020-07-25,137,1,0,2,0,138,0.840490797546012,0.951388888888889,1.35643564356436
"1736","NETHERLAND",2020-07-26,214,0,0,2,0,214,1.12041884816754,1.15675675675676,3.01408450704225
"1737","NETHERLAND",2020-07-27,205,1,0,5,0,206,1.4963503649635,1.25766871165644,3.86792452830189
